stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5969,Duhoo,DUHOO 59160 LOMME,50.643593,2.989059,1,,1,,,0
4005,Lamy,LAMY 59160 LOMME,50.630389,3.004104,1,,1,,,0
7629,Anatole France,LOMME ANATOLE FRANCE CLE_COMMUNE: 50,50.635172,3.008808,1,,1,,,0
1001,Anatole France,LOMME ANATOLE FRANCE 59160 LOMME,50.635286,3.009318,1,,1,,,0
1009,Blanchisseurs,BLANCHISSEURS 59160 LOMME,50.628812,3.010345,1,,1,,,0
7109,Martyrs,MARTYRS 59160 LOMME,50.635159,3.014464,1,,1,,,0
6273,La Marliere,LA MARLIERE 59120 LOOS,50.604271,3.013299,1,,1,,,0
8984,Riez D'Elbecq,RIEZ D'ELBECQ CLE_COMMUNE: 54,50.671663,3.231106,1,,1,,,0
1098,Pn Lannoy,PN LANNOY 59390 LYS LEZ LANNOY,50.670684,3.207488,1,,1,,,0
1105,Le Quesne,LE QUESNE 59700 MARCQ EN BAROEUL,50.673406,3.10672,1,,1,,,0
8874,Montgolfier,LA MADELEINE MONTGOLFIER CLE_COMMUNE: 55,50.662115,3.073975,1,,1,,,0
6756,Pilon,PILON (RUE DES ROUGES BARRES) 59700 MARCQ EN BAROEUL,50.650429,3.091425,1,,1,,,0
1153,Pont Blanc,PONT BLANC 59700 MARCQ EN BAROEUL,50.671548,3.069936,1,,1,,,0
1124,Foch,FOCH 59700 MARCQ EN BAROEUL,50.666473,3.103734,1,,1,,,0
1170,Chemin De Wervicq,CHEMIN DE WERVICQ 59700 MARCQ EN BAROEUL,50.676854,3.081081,1,,1,,,0
5938,Pont De L'Abbaye,PONT DE L'ABBAYE 59520 MARQUETTE LEZ LILLE,50.665912,3.064278,1,,1,,,0
8966,Lazaro,LAZARO CLE_COMMUNE: 56,50.680186,3.083418,1,,1,,,0
7198,Chemin Wervicq,CHEMIN DE WERVICQ 59520 MARQUETTE LEZ LILLE,50.676356,3.080452,1,,1,,,0
1188,Cimetiere,MARCQ CIMETIERE 59520 MARQUETTE LEZ LILLE,50.675009,3.079275,1,,1,,,0
1201,Route De Sainghin,ROUTE DE SAINGHIN 59274 MARQUILLIES,50.55369,2.873235,1,,1,,,0
5943,Leon Blum,LEON BLUM 59370 MONS EN BAROEUL,50.65042,3.110274,1,,1,,,0
4138,Montesquieu,MONTESQUIEU 59370 MONS EN BAROEUL,50.646302,3.106105,1,,1,,,0
1265,Centre,NEUVILLE CENTRE 59960 NEUVILLE EN FERRAIN,50.748591,3.15244,1,,1,,,0
4632,Fatima,FATIMA 59139 NOYELLES LEZ SECLIN,50.578367,3.014175,1,,1,,,0
1279,Marcel Paul,MARCEL PAUL 59139 NOYELLES LEZ SECLIN,50.567966,3.029472,1,,1,,,0
7820,Hotel De Ville,HOTEL DE VILLE CLE_COMMUNE: 62,50.668502,2.973618,1,,1,,,0
5825,La Montagne,LA MONTAGNE 59840 PREMESQUES,50.663229,2.964533,1,,1,,,0
1317,Traversiere,TRAVERSIERE 59890 QUESNOY SUR DEULE,50.716593,3.001583,1,,1,,,0
1307,Clos Du Rivage,CLOS DU RIVAGE 59890 QUESNOY SUR DEULE,50.707962,3.002061,1,,1,,,0
6341,14 Juillet,14 JUILLET 59790 RONCHIN,50.603847,3.08827,1,,1,,,0
5557,Jean Jaures,JEAN JAURES 59790 RONCHIN,50.609908,3.075334,1,,1,,,0
1333,Carnot,CARNOT (ROGER SALENGRO) 59790 RONCHIN,50.602344,3.097818,1,,1,,,0
5520,Roncq Place,RONCQ PLACE 59223 RONCQ,50.753424,3.120722,1,,1,,,0
8924,Jourdan,JOURDAN CLE_COMMUNE: 67,50.728838,3.154293,1,,1,,,0
5478,Ancienne Gare,ANCIENNE GARE  59223 RONCQ,50.750576,3.120041,1,,1,,,0
2653,Chats Huants,CHATS HUANTS 59223 RONCQ,50.746714,3.126525,1,,1,,,0
5475,Musee,MUSEE LA PISCINE  59100 ROUBAIX,50.693912,3.167618,1,,1,,,0
4710,Roubaix Charles Fourier,ROUBAIX CHARLES FOURIER 59100 ROUBAIX,50.671855,3.182171,1,,1,,,0
1553,La Paix,LA PAIX 59100 ROUBAIX,50.697564,3.18197,1,,1,,,0
1539,Gare Jean Lebas,ROUBAIX GARE JEAN LEBAS 59100 ROUBAIX,50.69573,3.163976,1,,1,,,0
5896,Rue Des Champs,RUE DES CHAMPS 59100 ROUBAIX,50.691621,3.16676,1,,1,,,0
4601,Edhec,EDHEC 59100 ROUBAIX,50.67625,3.169018,1,,1,,,0
1434,College,COLLEGE 59100 ROUBAIX,50.69413,3.176391,1,,1,,,0
1488,Sarrail,SARRAIL 59100 ROUBAIX,50.691443,3.169271,1,,1,,,0
1492,Rue De L'Ouest,RUE DE L'OUEST 59100 ROUBAIX,50.693536,3.159378,1,,1,,,0
1408,Centre Medical Barbieux,CENTRE MEDICAL BARBIEUX 59100 ROUBAIX,50.679804,3.169938,1,,1,,,0
6411,Parc Barbieux,PARC BARBIEUX 59100 ROUBAIX,50.677449,3.162671,1,,1,,,0
4708,Ernest Renan,ERNEST RENAN 59100 ROUBAIX,50.680761,3.185004,1,,1,,,0
6981,Nations Unies,NATIONS UNIES 59100 ROUBAIX,50.697462,3.167846,1,,1,,,0
4417,Colisee,COLISEE 59100 ROUBAIX,50.69228,3.163396,1,,1,,,0
4428,Grand Chemin,GRAND CHEMIN 59100 ROUBAIX,50.693431,3.161707,1,,1,,,0
1487,Pn Cartigny,PN CARTIGNY 59100 ROUBAIX,50.703043,3.195128,1,,1,,,0
1578,Place,SAILLY PLACE 59390 SAILLY LEZ LANNOY,50.645877,3.220712,1,,1,,,0
4390,Lapin Blanc,LAPIN BLANC 59390 SAILLY LEZ LANNOY,50.644005,3.231584,1,,1,,,0
5689,Millenaires,MILLENAIRES 59496 SALOME,50.536499,2.844011,1,,1,,,0
1634,Faidherbe,FAIDHERBE 59211 SANTES,50.594393,2.965953,1,,1,,,0
5527,Apolda,APOLDA 59113 SECLIN,50.54344,3.017912,1,,1,,,0
4604,Rue Dr Calmette,RUE DU DOCTEUR CALMETTE 59320 SEQUEDIN,50.617193,2.975348,1,,1,,,0
1703,Mulier,MULIER 59175 TEMPLEMARS,50.567739,3.059725,1,,1,,,0
1702,Pasteur,PASTEUR 59175 TEMPLEMARS,50.568542,3.055793,1,,1,,,0
8988,Trieu Du Quesnoy,TRIEU DU QUESNOY CLE_COMMUNE: 79,50.668973,3.233485,1,,1,,,0
1778,Saint Joseph,SAINT JOSEPH 59200 TOURCOING,50.7308,3.178689,1,,1,,,0
7013,Les Peupliers,LES PEUPLIERS 59200 TOURCOING,50.713601,3.145709,1,,1,,,0
7542,Pont Hydraulique,PONT HYDRAULIQUE 59200 TOURCOING,50.712636,3.156077,1,,1,,,0
6983,Tourcoing Gare,TOURCOING GARE 59200 TOURCOING,50.7172,3.167171,1,,1,,,0
6397,Pont De Bois,V. D'ASCQ PONT DE BOIS 59650 VILLENEUVE D ASCQ,50.625032,3.127664,1,,1,,,0
1930,Cocteau,COCTEAU 59650 VILLENEUVE D ASCQ,50.645078,3.165043,1,,1,,,0
1974,Village,ASCQ VILLAGE 59650 VILLENEUVE D ASCQ,50.619137,3.159481,1,,1,,,0
4703,4 Cantons Stade,4 CANTONS STADE PIERRE MAUROY VILLENEUVE D'ASCQ,50.605359,3.138856,1,,1,,,0
1945,College Moliere,COLLEGE MOLIERE 59650 VILLENEUVE D ASCQ,50.657902,3.145287,1,,1,,,0
5607,Brigode,BRIGODE 59650 VILLENEUVE D ASCQ,50.631448,3.154874,1,,1,,,0
5604,Lac De Canteleu,LAC DE CANTELEU 59650 VILLENEUVE D ASCQ,50.635823,3.155284,1,,1,,,0
2021,Chemin Du Fort,CHEMIN DU FORT 59118 WAMBRECHIES,50.694805,3.021571,1,,1,,,0
5865,Isly,ISLY 59290 WASQUEHAL,50.695547,3.13032,1,,1,,,0
4713,Wasquehal C.Cial,WASQUEHAL CENTRE COMMERCIAL 59290 WASQUEHAL,50.682773,3.126164,1,,1,,,0
2065,Clemenceau,CLEMENCEAU 59290 WASQUEHAL,50.68156,3.139162,1,,1,,,0
7653,Republique,REPUBLIQUE WATTIGNIES,50.581499,3.042875,1,,1,,,0
2157,Hotel De Ville,WATTRELOS HOTEL DE VILLE 59150 WATTRELOS,50.702407,3.215456,1,,1,,,0
5693,Carin,CARIN 59150 WATTRELOS,50.699822,3.219605,1,,1,,,0
2175,Vallon,VALLON 59150 WATTRELOS,50.704467,3.225944,1,,1,,,0
2125,Grimomprez,GRIMOMPREZ 59150 WATTRELOS,50.716212,3.194945,1,,1,,,0
5473,Voltaire,VOLTAIRE  59150 WATTRELOS,50.714215,3.193243,1,,1,,,0
2214,Eglise,WAVRIN EGLISE 59136 WAVRIN,50.5735,2.938911,1,,1,,,0
6392,Petites Haies,PETITES HAIES 59136 WAVRIN,50.586055,2.943543,1,,1,,,0
5700,General Leclerc,GENERAL LECLERC 59134 WICRES,50.572319,2.869829,1,,1,,,0
2244,Pureur,WILLEMS PUREUR 59780 WILLEMS,50.626225,3.234059,1,,1,,,0
2246,Eglise,BOUVINES EGLISE 59830 BOUVINES,50.578645,3.186824,1,,1,,,0
2299,Calvaire,CALVAIRE 59249 FROMELLES,50.607789,2.865752,1,,1,,,0
8016,Dreve Mouquet,DREVE MOUQUET CLE_COMMUNE: 427,50.620676,2.853776,1,,1,,,0
2455,5 Chemins,5 CHEMINS 7780 COMINES BELGIQUE,50.776784,2.996345,1,,1,,,0
2508,Gare,MOUSCRON GARE 0 NON RENSEIGNEE,50.740831,3.228189,1,,1,,,0
2471,La Carpe,LA CARPE 7700 MOUSCRON BELGIQUE,50.740831,3.230748,1,,1,,,0
2470,Au Chevalier,AU CHEVALIER 7700 MOUSCRON BELGIQUE,50.734509,3.232967,1,,1,,,0
7999,Le Touquet,LE TOUQUET CLE_COMMUNE: 2000,50.64167,2.880301,1,,1,,,0
6,Place,LE MAISNIL PLACE 59134 LE MAISNIL,50.613873,2.885963,1,,1,,,0
6961,Place Aux Toiles,PLACE DU MARCHE AUX TOILES 59280 ARMENTIERES,50.688822,2.882706,1,,1,,,0
114,Gare Annexe,GARE ANNEXE 59280 ARMENTIERES,50.691296,2.872863,1,,1,,,0
6311,Herons,HERONS 59280 ARMENTIERES,50.701263,2.888759,1,,1,,,0
5771,Place Chanzy,PLACE CHANZY 59280 ARMENTIERES,50.686055,2.891867,1,,1,,,0
102,Jacques Cartier,JACQUES CARTIER 59280 ARMENTIERES,50.696737,2.887876,1,,1,,,0
116,Lycee D'Etat,LYCEE D'ETAT 59280 ARMENTIERES,50.687442,2.872073,1,,1,,,0
6880,Piscine,PISCINE 59280 ARMENTIERES,50.689669,2.869527,1,,1,,,0
150,Gare,BAISIEUX GARE 59780 BAISIEUX,50.618305,3.233973,1,,1,,,0
7656,Hospice,HOSPICE CLE_COMMUNE: 5,50.7089,3.089031,1,,1,,,0
7224,Voie 213,VOIE 213 59910 BONDUES,50.713207,3.075266,1,,1,,,0
7010,Bondues Ravennes,BONDUES RAVENNES 59910 BONDUES,50.722712,3.127926,1,,1,,,0
7034,Chateau D'Eau,CHATEAU D EAU 59910 BONDUES,50.720655,3.10995,1,,1,,,0
5728,Les Bois,LES BOIS 59166 BOUSBECQUE,50.762577,3.092386,1,,1,,,0
5731,Chem Des Vaches,CHEMIN DES VACHES 59166 BOUSBECQUE,50.773049,3.064568,1,,1,,,0
5733,Cimetiere,BOUSBECQUE CIMETIERE 59166 BOUSBECQUE,50.766012,3.077589,1,,1,,,0
241,La Perdriere,LA PERDRIERE 59160 CAPINGHEM,50.646644,2.959246,1,,1,,,0
5837,Hurlupin,HURLUPIN 59560 COMINES,50.761817,3.011052,1,,1,,,0
265,Cat Malecot,CAT MALECOT 59560 COMINES,50.742357,3.012414,1,,1,,,0
263,Les Glycines,LES GLYCINES 59560 COMINES,50.753666,3.007463,1,,1,,,0
5845,Bonaparte,BONAPARTE 59560 COMINES,50.760655,2.998706,1,,1,,,0
5836,Comines Gare,COMINES GARE 59560 COMINES,50.761536,3.010086,1,,1,,,0
260,Eglise,STE MARGUERITE EGLISE 59560 COMINES,50.740057,3.013118,1,,1,,,0
290,L'Allumette,L'ALLUMETTE 59170 CROIX,50.685799,3.15061,1,,1,,,0
319,Delory,DELORY 59320 EMMERIN,50.595529,3.002625,1,,1,,,0
335,Mairie,ENNETIERES MAIRIE 59320 ENNETIERES EN WEPPES,50.634919,2.939523,1,,1,,,0
332,La Vallee,ENNETIERES LA VALLEE 59320 ENNETIERES EN WEPPES,50.63549,2.928966,1,,1,,,0
325,Trois Chenes,TROIS CHENES 59320 ENNETIERES EN WEPPES,50.630023,2.966105,1,,1,,,0
7750,Fleur D'Ecosse,FLEUR D'ECOSSE CLE_COMMUNE: 18,50.654899,2.934952,1,,1,,,0
337,Rue De La Gare,RUE DE LA GARE 59320 ERQUINGHEM LE SEC,50.613956,2.928217,1,,1,,,0
5549,Ctre Commercial,FACHES CENTRE COMMERCIAL 59155 FACHES THUMESNIL,50.581881,3.083163,1,,1,,,0
365,Mairie,FOREST MAIRIE 59510 FOREST SUR MARQUE,50.633787,3.189694,1,,1,,,0
372,Lion Noir,LION NOIR 59134 FOURNES EN WEPPES,50.584224,2.884229,1,,1,,,0
387,Le Funquereau,LE FUNQUEREAU 59236 FRELINGHIEN,50.686385,2.967069,1,,1,,,0
389,Petit Quinquin,PETIT QUINQUIN 59273 FRETIN,50.580327,3.13661,1,,1,,,0
398,La Pepiniere,LA PEPINIERE 59320 HALLENNES LEZ HAUBOURDIN,50.611121,2.968151,1,,1,,,0
407,La Bascule,LA BASCULE 59320 HALLENNES LEZ HAUBOURDIN,50.614065,2.969584,1,,1,,,0
434,Porte D'Halluin,PORTE D'HALLUIN 59250 HALLUIN,50.767967,3.12129,1,,1,,,0
5124,Berlioz,BERLIOZ 59250 HALLUIN,50.777382,3.114592,1,,1,,,0
6254,Mairie,HAUBOURDIN MAIRIE 59320 HAUBOURDIN,50.61046,2.983227,1,,1,,,0
7069,Avenir,AVENIR 59260 HELLEMMES LILLE,50.61946,3.099305,1,,1,,,0
6936,Ferry,FERRY 59260 HELLEMMES LILLE,50.624316,3.100197,1,,1,,,0
488,Marbrerie,MARBRERIE 59000 LILLE,50.630351,3.097694,1,,1,,,0
514,Mairie,HEM MAIRIE 59510 HEM,50.654314,3.182721,1,,1,,,0
6939,Laennec,LAENNEC 59510 HEM,50.666245,3.198279,1,,1,,,0
7209,Calmette,CALMETTE 59510 HEM,50.668022,3.192974,1,,1,,,0
540,Place,HOUPLIN ANCOISNE PLACE 59263 HOUPLIN ANCOISNE,50.562173,3.003012,1,,1,,,0
5582,L'Octroi,L'OCTROI 59116 HOUPLINES,50.68738,2.898334,1,,1,,,0
571,Botte D'Or,BOTTE D'OR 59480 ILLIES,50.558555,2.836179,1,,1,,,0
5683,Saint Roch,SAINT ROCH 59480 LA BASSEE,50.536354,2.815237,1,,1,,,0
5681,Place L.Orval,PLACE LEFEBVRE D'ORVAL 59480 LA BASSEE,50.532097,2.809327,1,,1,,,0
5568,L'Armee,L'ARMEE 59930 LA CHAPELLE D ARMENTIERES,50.669209,2.869648,1,,1,,,0
673,Viersen,VIERSEN 59130 LAMBERSART,50.651801,3.010683,1,,1,,,0
7092,Lambersart Bourg,LAMBERSART BOURG 59130 LAMBERSART,50.653782,3.027218,1,,1,,,0
3973,Guynemer,GUYNEMER 59130 LAMBERSART,50.654195,3.036663,1,,1,,,0
5929,Saint Calixte,SAINT CALIXTE 59130 LAMBERSART,50.65304,3.026714,1,,1,,,0
682,Place,LANNOY PLACE 59390 LANNOY,50.666933,3.210189,1,,1,,,0
693,Mirabeau,MIRABEAU 59115 LEERS,50.687149,3.220623,1,,1,,,0
718,Crt 4,CRT 4 59810 LESQUIN,50.58161,3.143407,1,,1,,,0
7822,Jean Jaures,LESQUIN JEAN JAURES NAVETTE AEROPORT CLE_COMMUNE: 45,50.585869,3.105811,1,,1,,,0
6895,Pierre Brizon,PIERRE BRIZON 59810 LESQUIN,50.596969,3.129434,1,,1,,,0
7111,Nationale,NATIONALE 59000 LILLE,50.634527,3.056487,1,,1,,,0
811,Douai Arras,DOUAI ARRAS 59000 LILLE,50.624399,3.067143,1,,1,,,0
3024,Le Pont,LE PONT 59000 LILLE,50.630826,3.022712,1,,1,,,0
5420,Mont De Terre,LILLE MONT DE TERRE 59000 LILLE,50.623156,3.090548,1,,1,,,0
842,L. Danel,L. DANEL 59000 LILLE,50.642307,3.057431,1,,1,,,0
896,Augereau,AUGEREAU 59000 LILLE,50.617857,3.028583,1,,1,,,0
6731,Voltaire,VOLTAIRE (RUE DE SAIT ANDRE),50.643092,3.056625,1,,1,,,0
797,St Maurice Pellevoisin,ST MAURICE PELLEVOISIN 59000 LILLE,50.642393,3.088299,1,,1,,,0
8046,Buisson,BUISSON CLE_COMMUNE: 47,50.657057,3.090029,1,,1,,,0
942,Rihour,RIHOUR 59000 LILLE,50.636062,3.062306,1,,1,,,0
872,Boulevard De Metz,BOULEVARD DE METZ 59000 LILLE,50.619347,3.041153,1,,1,,,0
6970,Magasin,MAGASIN 59000 LILLE,50.64576,3.054575,1,,1,,,0
928,Pont De Tournai,PONT DE TOURNAI 59000 LILLE,50.621603,3.086167,1,,1,,,0
841,Freres Lumiere,FRERES LUMIERE 59000 LILLE,50.619842,3.08521,1,,1,,,0
946,Montebello,MONTEBELLO 59000 LILLE,50.622076,3.045577,1,,1,,,0
5505,Coll Ste Marie,COLLEGE SAINTE MARIE 59126 LINSELLES,50.739886,3.07754,1,,1,,,0
983,Lotissement Joffre,LOTISSEMENT JOFFRE 59126 LINSELLES,50.730849,3.079823,1,,1,,,0
1004,Maison Des Enfants,MAISON DES ENFANTS 59160 LOMME,50.646414,2.994993,1,,1,,,0
1027,Rabelais,RABELAIS 59160 LOMME,50.640624,2.983801,1,,1,,,0
5966,A. Thoor,A. THOOR 59160 LOMME,50.638542,2.990869,1,,1,,,0
5953,Lompret Gare,LOMPRET GARE 59840 LOMPRET,50.664084,2.998513,1,,1,,,0
1061,Port Fluvial,PORT FLUVIAL 59120 LOOS,50.622732,3.014944,1,,1,,,0
6965,Hop J De Flandre,HOPITAL JEANNE DE FLANDRE 59120 LOOS,50.60498,3.034171,1,,1,,,0
1069,Rue De Londres,RUE DE LONDRES 59120 LOOS,50.616836,3.023522,1,,1,,,0
